target,test_dataset,document,real_value,pred_value
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_2800/LOC_combined_2800.dl,2.9991000000000003,3.555299635438808
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_3200/LOC_combined_3200.dl,3.6682333333333332,4.0072210188166935
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_3600/LOC_combined_3600.dl,3.6654666666666667,4.319346386024332
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_400/LOC_combined_400.dl,0.6665333333333333,1.1739640338536759
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_4000/LOC_combined_4000.dl,4.3335,4.731728181989843
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_4400/LOC_combined_4400.dl,4.998433333333334,5.150539743911908
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_4800/LOC_combined_4800.dl,5.6662333333333335,5.494102545733847
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_5200/LOC_combined_5200.dl,6.6662333333333335,5.969723460810488
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_5600/LOC_combined_5600.dl,6.3318666666666665,6.371300717695687
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_6000/LOC_combined_6000.dl,6.995933333333333,6.832633575040307
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_6400/LOC_combined_6400.dl,8.333066666666667,7.124706407894192
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_6800/LOC_combined_6800.dl,7.662366666666666,7.564367527826589
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_7200/LOC_combined_7200.dl,8.664733333333334,7.917901140129719
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_7600/LOC_combined_7600.dl,7.665933333333332,8.401853270994335
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_800/LOC_combined_800.dl,0.6672333333333333,1.5568668506583287
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8000/LOC_combined_8000.dl,10.332866666666666,8.819983652294471
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8400/LOC_combined_8400.dl,9.999033333333335,9.093649599313228
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_8800/LOC_combined_8800.dl,9.3336,9.539678941029837
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_9200/LOC_combined_9200.dl,11.333233333333332,9.992558934939451
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/LOC/LOC_combined_9600/LOC_combined_9600.dl,10.332266666666667,10.407694114461446
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_10000/NOD_combined_10000.dl,0.6673333333333332,1.1184576842794216
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_100000/NOD_combined_100000.dl,3.9993,4.429392883715757
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_110000/NOD_combined_110000.dl,5.665733333333333,5.010425183496949
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_120000/NOD_combined_120000.dl,5.332633333333333,5.643850956249
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_130000/NOD_combined_130000.dl,4.668633333333333,5.491611492088842
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_140000/NOD_combined_140000.dl,5.996700000000001,6.264924119283282
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_150000/NOD_combined_150000.dl,6.665166666666667,5.946508522376548
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_160000/NOD_combined_160000.dl,6.998133333333333,6.857835268003309
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_170000/NOD_combined_170000.dl,7.666566666666667,7.324110075124527
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_180000/NOD_combined_180000.dl,6.997800000000001,7.637023623551227
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_190000/NOD_combined_190000.dl,6.662999999999999,7.330941760002604
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_20000/NOD_combined_20000.dl,1.3322666666666667,1.5936963026053506
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_200000/NOD_combined_200000.dl,7.9982,8.309636705051041
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_210000/NOD_combined_210000.dl,8.3339,8.391323138548593
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_220000/NOD_combined_220000.dl,9.669133333333333,8.844949482631005
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_230000/NOD_combined_230000.dl,8.999366666666667,9.4106941580713
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_240000/NOD_combined_240000.dl,9.668033333333334,9.701666477544578
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_250000/NOD_combined_250000.dl,9.998233333333333,9.545751829743926
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_30000/NOD_combined_30000.dl,0.6667,1.600878223347089
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_40000/NOD_combined_40000.dl,1.9979000000000002,2.1678286264521445
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_50000/NOD_combined_50000.dl,2.3367333333333336,2.626593922414004
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_60000/NOD_combined_60000.dl,2.6648,3.036464371329984
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_70000/NOD_combined_70000.dl,3.3334333333333332,3.4782180931066353
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_80000/NOD_combined_80000.dl,4.0005999999999995,3.9803877895841544
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/NOD/NOD_combined_90000/NOD_combined_90000.dl,3.665566666666667,3.8877056722684094
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_10400/OCC_combined_10400.dl,6.665466666666667,6.280237788888507
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_11200/OCC_combined_11200.dl,6.331566666666667,6.90184486165405
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12000/OCC_combined_12000.dl,8.000166666666667,7.711483998696899
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_12800/OCC_combined_12800.dl,7.999866666666667,7.812606224215897
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_13600/OCC_combined_13600.dl,8.332033333333333,8.376538305323496
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_14400/OCC_combined_14400.dl,8.331833333333334,8.504159626508827
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_15200/OCC_combined_15200.dl,9.332733333333332,9.347072010948203
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_1600/OCC_combined_1600.dl,1.3336666666666668,1.5923039760279778
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16000/OCC_combined_16000.dl,9.332466666666667,9.083423371337247
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_16800/OCC_combined_16800.dl,10.6657,10.25025983880681
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_17600/OCC_combined_17600.dl,10.333433333333334,10.410278938698553
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_18400/OCC_combined_18400.dl,11.3327,10.926553961312088
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_19200/OCC_combined_19200.dl,11.665133333333335,11.221250260641403
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_20000/OCC_combined_20000.dl,11.332366666666667,12.054763715335456
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_2400/OCC_combined_2400.dl,1.334666666666667,2.1480070851091186
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_3200/OCC_combined_3200.dl,2.3324333333333334,2.7098228784246072
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4000/OCC_combined_4000.dl,2.6692,3.2029743738798384
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_4800/OCC_combined_4800.dl,2.330766666666667,3.336211709311611
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_5600/OCC_combined_5600.dl,3.666733333333333,3.6491077311210347
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_6400/OCC_combined_6400.dl,4.001033333333334,4.235379402027537
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_7200/OCC_combined_7200.dl,3.672866666666667,4.746150748105824
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_800/OCC_combined_800.dl,0.6671999999999999,1.2187995687177402
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8000/OCC_combined_8000.dl,5.3318,5.272735155086857
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_8800/OCC_combined_8800.dl,5.332166666666667,5.3366994414472515
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/OCC/OCC_combined_9600/OCC_combined_9600.dl,6.332666666666667,6.380782954815333
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_100/DEF_combined_100.dl,0.6710333333333334,1.2189418717624494
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1000/DEF_combined_1000.dl,3.9988333333333332,4.3113039074053106
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1100/DEF_combined_1100.dl,3.999833333333333,4.739625794512296
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1200/DEF_combined_1200.dl,4.332566666666667,4.887362520313323
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1300/DEF_combined_1300.dl,3.999375,4.608148706396591
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1400/DEF_combined_1400.dl,5.332466666666666,4.69055846807785
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1500/DEF_combined_1500.dl,7.334266666666667,6.254118585178787
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1600/DEF_combined_1600.dl,5.335933333333333,5.6849590132085295
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1700/DEF_combined_1700.dl,7.332366666666666,7.1580935082770045
rename,ALL,d:/work24/souffle-lsp-plugin/gen_datasets/DEF/DEF_combined_1800/DEF_combined_1800.dl,7.000699999999999,6.534044638305365
